decision,motivo,pd_calibrada,monto_recomendado,contraoferta,tasa_recomendada
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.17942944535728508,0.0,True,0.21559920413471073
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,14939.66,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1097394117797793,7701.09,False,0.19400458573016094
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.09772437599861947,6675.24,False,0.1827111449820792
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,9721.43,False,0.31075407583078946
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.17942944535728508,5600.0,True,0.21559920413471073
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.10182617221126256,3199.94,False,0.1836644024218974
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12842136468819823,12998.81,False,0.18
REJECT,PD calibrada >= 20%,0.21700237651743365,,True,
REJECT,PD calibrada >= 20%,0.31898068350768116,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1716319253415125,1300.0,True,0.21318301259915667
APPROVE,Riesgo y capacidad dentro del apetito,0.1097394117797793,3757.09,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1301714727336795,10059.79,False,0.22050370052661422
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.1255029305755342,13900.0,True,0.18916688106575413
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.08662858377134064,2200.0,True,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,5200.0,True,0.2131796028400626
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,8432.77,False,0.20621972816185435
REJECT,PD calibrada >= 20%,0.2346745310235113,,False,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13139651508841227,3700.0,True,0.19053655010654702
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,1800.0,True,0.2749809786921824
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,7099.02,False,0.22025011872253442
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1716319253415125,1600.0,True,0.31954903779746996
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,6867.56,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08086911993666611,0.0,True,0.21011728926208317
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,4760.78,False,0.18
REJECT,PD calibrada >= 20%,0.21847719128066997,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,14025.55,False,0.19794952904566943
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.09472039455474367,5400.0,True,0.2480520787780897
REJECT,PD calibrada >= 20%,0.20272215589365208,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.14974768898063848,2609.26,False,0.22960272583820074
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,2701.29,False,0.18
REJECT,PD calibrada >= 20%,0.21700237651743365,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,4540.5,False,0.18
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,2873.96,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,4084.28,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1097394117797793,6200.0,True,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.11292209408378659,4014.62,True,0.18
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.2089898425019386,2300.0,True,0.25713847879490104
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.08423257861242901,11482.92,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,10628.69,False,0.18
REJECT,PD calibrada >= 20%,0.21076733117337357,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1262631774994407,3600.0,True,0.27737424980348
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14913413691924535,6700.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,5290.72,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,13239.5,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,5219.53,False,0.19012505936126722
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,4064.61,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08086911993666611,0.0,True,0.1850586446310416
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.17942944535728508,1200.0,True,0.20169940310103307
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.17421456415943257,3400.0,True,0.18699164314043476
REVIEW,PD calibrada entre 18% y 20%,0.1919444388002613,11103.39,False,0.24921577515436144
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1757620037320268,5146.48,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,5142.37,False,0.18
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.06116344670242508,1255.68,False,0.18
REJECT,PD calibrada >= 20%,0.2346745310235113,,False,
REJECT,PD calibrada >= 20%,0.31898068350768116,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,4539.08,False,0.18658027124988918
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06735772365674504,0.0,True,0.22261573991131017
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,11558.61,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11843367781211596,2500.0,True,0.19669864896471434
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06972513957052977,2534.98,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,3414.25,False,0.18512567930513157
REJECT,PD calibrada >= 20%,0.21700237651743365,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,8706.4,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,8825.35,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14195730369844747,3000.0,True,0.22598175475903837
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,2482.47,False,0.18
REJECT,PD calibrada >= 20%,0.21076733117337357,,True,
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12842136468819823,6993.15,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,4257.68,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14864858211448576,1800.0,True,0.19454593048340646
REJECT,PD calibrada >= 20%,0.27797271303647847,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,7247.74,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,6700.0,True,0.24082031746182292
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,7629.25,False,0.20814377916888838
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.14777910124213986,7196.53,False,0.18289590875244888
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14401628565861818,4600.0,True,0.29387753914825143
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,2595.14,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,1819.05,False,0.1820338874026992
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.15313118538517564,7053.24,False,0.18
REJECT,PD calibrada >= 20%,0.2987073992799683,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06735772365674504,9500.0,True,0.22261573991131017
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,2267.66,False,0.19367972337991202
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.14974768898063848,29458.06,False,0.2064018172254672
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.13139651508841227,8800.0,True,0.18
REJECT,PD calibrada >= 20%,0.27797271303647847,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1255029305755342,7000.0,True,0.18916688106575413
APPROVE,Riesgo y capacidad dentro del apetito,0.12419059597770725,14020.71,False,0.19848252600695887
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,6526.81,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,11041.75,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.11857238002967763,3931.07,False,0.18
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,16954.5,False,0.18
REJECT,PD calibrada >= 20%,0.27797271303647847,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,6773.59,False,0.18
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11970703531314097,5900.0,True,0.21563983001354792
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,9829.49,False,0.18525979253493402
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,3980.54,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,2721.54,False,0.18
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.05803078157896433,13470.33,False,0.18
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.09772437599861947,3947.96,False,0.1827111449820792
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,8320.73,False,0.18
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,6466.86,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,2869.03,False,0.20406777480539845
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.15811728566907743,0.0,True,0.23349291437898717
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,7182.2,False,0.2605027172205263
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.15811728566907743,2000.0,True,0.23349291437898717
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.17942944535728508,4200.0,True,0.3267976124041322
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.15811728566907743,9100.0,True,0.30698582875797437
APPROVE,Riesgo y capacidad dentro del apetito,0.11389794469165165,6924.99,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,6178.96,False,0.1820338874026992
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.1873129824957396,23200.0,True,0.276084099018693
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.1716319253415125,6000.0,True,0.31954903779746996
REJECT,PD calibrada >= 20%,0.27797271303647847,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.1301714727336795,5504.12,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.13041144168753702,4194.37,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,10675.65,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1716319253415125,3700.0,True,0.23977451889873497
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11970703531314097,1700.0,True,0.2712796600270958
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13425760662258976,1700.0,True,0.2848058711163594
APPROVE,Riesgo y capacidad dentro del apetito,0.13139651508841227,6849.21,False,0.28214620042618804
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,8552.95,False,0.18937851653693233
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,11711.98,False,0.1920958527792589
APPROVE,Riesgo y capacidad dentro del apetito,0.06036269510469811,1606.44,False,0.18
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.09962419598357193,7119.59,False,0.2217404350575523
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.06972513957052977,3900.0,True,0.2032109931631763
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,2681.34,False,0.1887452446730456
REJECT,PD calibrada >= 20%,0.21157139810318498,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.04677238966639513,13407.92,False,0.18173980671694046
REJECT,PD calibrada >= 20%,0.21847719128066997,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,2515.7,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1301714727336795,16816.87,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.09944316806769453,5900.0,True,0.2524423690357288
REJECT,PD calibrada >= 20%,0.31898068350768116,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,5000.0,True,0.2812304761927344
REJECT,PD calibrada >= 20%,0.20272215589365208,,True,
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.06972513957052977,22544.65,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,14085.84,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,2249.41,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08662858377134064,3898.67,False,0.2136866209825588
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.08581046069287214,1700.0,True,0.2397694042600939
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.10257995658378173,32873.41,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,4588.21,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,8617.66,False,0.18008337290751147
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.08581046069287214,1000.0,True,0.2397694042600939
REJECT,PD calibrada >= 20%,0.2987073992799683,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,2639.38,False,0.2805002374450688
REJECT,PD calibrada >= 20%,0.21847719128066997,,True,
REJECT,PD calibrada >= 20%,0.21157139810318498,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14195730369844747,7500.0,True,0.24797567301205115
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,11643.75,False,0.2605027172205263
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06972513957052977,6829.59,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,5975.83,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.05803078157896433,1500.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,3665.12,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,10617.63,False,0.20814377916888838
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,8536.21,False,0.19768851895769735
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.17942944535728508,2500.0,True,0.3267976124041322
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08086911993666611,7500.0,True,0.21011728926208317
REJECT,PD calibrada >= 20%,0.2537932287829739,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,2685.52,False,0.18
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.08940128306103798,4734.96,False,0.18077685818338524
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14864858211448576,7800.0,True,0.25212248128908393
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,6854.74,False,0.20406777480539845
APPROVE,Riesgo y capacidad dentro del apetito,0.15357106194938477,12480.16,False,0.18379327653135802
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,7258.43,False,0.18
REJECT,PD calibrada >= 20%,0.21076733117337357,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,3889.7,False,0.2605027172205263
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,5896.91,False,0.18
REVIEW,PD calibrada entre 18% y 20%,0.1919444388002613,7161.16,False,0.18230394378859038
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,4953.57,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,8978.22,False,0.19768851895769735
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,7121.13,False,0.18
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,4852.04,False,0.18525979253493402
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REJECT,PD calibrada >= 20%,0.4185570944221592,,True,
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.15811728566907743,27400.0,True,0.30698582875797437
APPROVE,Riesgo y capacidad dentro del apetito,0.08940128306103798,6410.77,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,6744.22,False,0.21059937206089258
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.11843367781211596,3013.29,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.15811728566907743,4000.0,True,0.2579905525053162
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.05452509506065575,1000.0,True,0.19379101891225703
APPROVE,Riesgo y capacidad dentro del apetito,0.11970703531314097,3681.07,False,0.18
REJECT,PD calibrada >= 20%,0.3650013949605897,,True,
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.06972513957052977,11300.0,True,0.19240824487238223
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,3184.45,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,8500.0,True,0.2812304761927344
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.10329309685804094,2000.0,True,0.19200708761307828
APPROVE,Riesgo y capacidad dentro del apetito,0.08940128306103798,4101.15,False,0.18
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,16498.76,False,0.18525979253493402
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.09115564419099226,6767.63,False,0.18
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.05803078157896433,2690.3,False,0.1869727072779026
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,4965.17,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,4454.65,False,0.1820338874026992
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11305516926420771,5100.0,True,0.23006405689867165
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,5329.49,False,0.18937851653693233
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.14913413691924535,22900.0,True,0.2986350936801304
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,5865.68,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,2103.12,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,2400.0,True,0.2131796028400626
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,3258.46,False,0.18
REVIEW,PD calibrada entre 18% y 20%,0.1919444388002613,9430.02,False,0.18973859171812046
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,6671.33,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10257995658378173,13851.7,False,0.18
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,11200.0,True,0.24623573401913684
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.06036269510469811,20229.09,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11843367781211596,6200.0,True,0.2150479734470715
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,12363.79,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,4714.69,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.16262775192030632,5200.0,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,3600.0,True,0.22061523809636718
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,3328.06,False,0.24813554961079692
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,6034.46,False,0.18937851653693233
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,2472.69,False,0.23974081374966744
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.10869101779231505,10018.02,False,0.18
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.15811728566907743,9200.0,True,0.2579905525053162
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,5504.66,False,0.19768851895769735
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,7570.8,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14913413691924535,4701.58,True,0.1831058489466884
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1262631774994407,0.0,True,0.2382494998689867
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1406454429570923,5300.0,True,0.2253720018864565
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,4781.88,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,3227.8,False,0.210519585069868
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12135201587940078,9315.09,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.14913413691924535,4935.72,False,0.2062116978933768
REJECT,PD calibrada >= 20%,0.21076733117337357,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,4500.37,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1301714727336795,8448.46,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,1372.26,False,0.24813554961079692
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,2773.96,False,0.23537703791539472
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REJECT,PD calibrada >= 20%,0.27797271303647847,,False,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14301524644733504,11400.0,True,0.19323674327436063
REJECT,PD calibrada >= 20%,0.21700237651743365,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.06972513957052977,2000.0,True,0.19240824487238223
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,2510.85,False,0.24033349163004586
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14195730369844747,6300.0,True,0.22598175475903837
REJECT,PD calibrada >= 20%,0.20272215589365208,,True,
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.1296259008660379,18449.1,False,0.20016674581502292
APPROVE,Riesgo y capacidad dentro del apetito,0.04677238966639513,4924.67,False,0.18898640895592062
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,10682.19,False,0.1840718895844442
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,2321.77,False,0.1820338874026992
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11970703531314097,4600.0,True,0.21563983001354792
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,4701.68,False,0.21875703307386463
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,1700.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,13380.25,False,0.18512567930513157
REJECT,PD calibrada >= 20%,0.2537932287829739,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,6047.89,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06735772365674504,0.0,True,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1262631774994407,0.0,True,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14195730369844747,13231.4,True,0.1929908773795192
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.08581046069287214,5400.0,True,0.2397694042600939
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.1255029305755342,13264.98,False,0.18
REJECT,PD calibrada >= 20%,0.4185570944221592,,True,
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.19413008407613813,3957.82,False,0.19007722102619634
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,3900.0,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.08581046069287214,4700.0,True,0.2397694042600939
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1262631774994407,3200.0,True,0.27737424980348
APPROVE,Riesgo y capacidad dentro del apetito,0.09772437599861947,6375.72,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14864858211448576,2600.0,True,0.25212248128908393
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,3139.72,False,0.18
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.10182617221126256,17174.67,False,0.1915525365625299
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.24484703505325314,4000.0,True,0.311739869190336
REJECT,PD calibrada >= 20%,0.31898068350768116,,True,
REJECT,PD calibrada >= 20%,0.3050933761101073,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,5202.84,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.05803078157896433,1300.0,True,0.18
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.16217090773535875,15111.59,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,3979.11,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1716319253415125,2900.0,True,0.19988725944936747
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,14275.56,False,0.22735944675982406
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,4413.95,False,0.18
